English;cleanedEnglish;Positiv;Negativ;Wut;Vorfreude;Ekel;Furcht;Freude;Traurigkeit;Ueberraschung;Vertrauen;;;;;;;;;;
Trümmer;Truemmer;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Schande;Schande;0;1;0;0;1;1;0;1;0;0;;;;;;;;;;
beschämend;beschaemend;0;1;0;0;0;0;0;1;0;0;;;;;;;;;;
schamlos;schamlos;0;1;0;0;1;0;0;0;0;0;;;;;;;;;;
Schanghai;Schanghai;0;1;0;0;1;1;0;0;0;0;;;;;;;;;;
Schaft;Schaft;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;
Shanty;Shanty;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Form;Form;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
formschön;formschoen;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Teilen;Teilen;1;0;0;1;0;0;1;0;0;1;;;;;;;;;;
Aktionär;Aktionaer;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Hai;Hai;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
schärfen;schaerfen;0;0;1;1;0;0;0;0;0;0;;;;;;;;;;
geschärft;geschaerft;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Anspitzer;Anspitzer;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schärfe;Schaerfe;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
zerschmettern;zerschmettern;0;1;1;0;0;1;0;1;1;0;;;;;;;;;;
zerschlagen;zerschlagen;0;1;0;0;0;0;0;1;0;0;;;;;;;;;;
rasieren;rasieren;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Rasieren;Rasieren;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schal;Schal;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Garbe;Garbe;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
scheren;scheren;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schere;Schere;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Mantel;Mantel;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ummantelung;Ummantelung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Baracke;Baracke;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Glanz;Glanz;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schaf;Schaf;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
schier;schier;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Blech;Blech;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Regal Regal;Regal Regal;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Hülse;Huelse;0;1;1;0;0;1;0;1;1;0;;;;;;;;;;
Schaltier;Schaltier;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schutz;Schutz;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
zurückgestellt;zurueckgestellt;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Schäfer;Schaefer;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Sheriff;Sheriff;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Sherry;Sherry;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schild;Schild;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Wechsel;Wechsel;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Verschiebung;Verschiebung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schilling;Schilling;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
schimmern;schimmern;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schienbein;Schienbein;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
scheinen;scheinen;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schindel;Schindel;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
leuchtenden;leuchtenden;1;0;0;1;0;0;1;0;0;0;;;;;;;;;;
glänzend;glaenzend;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schiff;Schiff;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;
Sendung;Sendung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Versand;Versand;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schiffswrack;Schiffswrack;0;1;0;0;0;1;0;1;0;0;;;;;;;;;;
Grafschaft;Grafschaft;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Shirt;Shirt;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Scheisse;Scheisse;0;1;1;0;1;0;0;0;0;0;;;;;;;;;;
Schauer;Schauer;0;1;1;1;0;1;0;1;0;0;;;;;;;;;;
Zittern;Zittern;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Untiefen;Untiefen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schock;Schock;0;1;1;0;0;1;0;0;1;0;;;;;;;;;;
schockierend;schockierend;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;
Shoddy;Shoddy;0;1;1;0;1;0;0;0;0;0;;;;;;;;;;
Schuh;Schuh;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schuster;Schuster;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
schießen;schießen;0;1;1;0;0;1;0;0;0;0;;;;;;;;;;
Schütze;Schuetze;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;
Schießen;Schießen;0;1;1;0;0;1;0;0;0;0;;;;;;;;;;
Geschäft;Geschaeft;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ladenbesitzer;Ladenbesitzer;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Ladendiebstahl;Ladendiebstahl;0;1;1;0;1;0;0;0;0;0;;;;;;;;;;
Einkaufen;Einkaufen;1;0;0;1;0;0;1;0;1;1;;;;;;;;;;
Ufer;Ufer;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
geschoren;geschoren;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
kurz;kurz;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Mangel;Mangel;0;1;1;0;0;1;0;1;0;0;;;;;;;;;;
Mangel;Mangel;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
verkürzen;verkuerzen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Verkürzung;Verkuerzung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Kurzschrift;Kurzschrift;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
in Kürze;in Kuerze;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;
Kürze;Kuerze;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
kurze Hose;kurze Hose;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schuss;Schuss;0;1;1;0;0;1;0;1;1;0;;;;;;;;;;
Schrotflinte;Schrotflinte;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schulter;Schulter;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
schreien;schreien;0;0;1;0;0;0;0;0;1;0;;;;;;;;;;
schieben;schieben;0;1;1;0;0;0;0;0;0;0;;;;;;;;;;
Schaufel;Schaufel;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schaufeln;Schaufeln;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Show;Show;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Dusche;Dusche;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
zeigt;zeigt;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
auffällig;auffaellig;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Schrapnell;Schrapnell;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;
Fetzen;Fetzen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
klug;klug;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schrei;Schrei;0;1;1;0;0;1;0;1;1;0;;;;;;;;;;
Schrillen;Schrillen;0;1;1;0;0;1;0;0;1;0;;;;;;;;;;
Garnele;Garnele;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schrein;Schrein;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
schrumpfen;schrumpfen;0;1;0;0;0;1;0;1;0;0;;;;;;;;;;
Schrumpfung;Schrumpfung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Leichentuch;Leichentuch;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;
Strauch;Strauch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Gebüsch;Gebuesch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
zucken;zucken;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
geschrumpft;geschrumpft;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
schaudern;schaudern;0;1;0;0;0;1;0;0;0;0;;;;;;;;;;
Mischen;Mischen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Mischen;Mischen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
meiden;meiden;0;1;1;0;1;0;0;1;0;0;;;;;;;;;;
shunt;shunt;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
schließen;schließen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Verschluss;Verschluss;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
pendeln;pendeln;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Geschwister;Geschwister;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;
sic;sic;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
krank;krank;0;1;0;0;1;0;0;1;0;0;;;;;;;;;;
widerlich;widerlich;0;1;1;0;1;1;0;1;0;0;;;;;;;;;;
Sichel;Sichel;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
kränklich;kraenklich;0;1;0;0;1;0;0;1;0;0;;;;;;;;;;
Krankheit;Krankheit;0;1;0;0;1;1;0;1;0;0;;;;;;;;;;
Seite;Seite;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Anrichte;Anrichte;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Seitensprung;Seitensprung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
seitwärts;seitwaerts;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Belagerung;Belagerung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Siesta;Siesta;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Sieb;Sieb;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Sichtung;Sichtung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
seufzen;seufzen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Sicht;Sicht;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schild;Schild;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Signal;Signal;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Unterschrift;Unterschrift;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Bedeutung;Bedeutung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
von Bedeutung;von Bedeutung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Bedeutung;Bedeutung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
bedeuten;bedeuten;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;
Wegweiser;Wegweiser;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Leise;Leise;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
schweigend;schweigend;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Silhouette;Silhouette;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Seide;Seide;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
seiden;seiden;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
seidig;seidig;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schwelle;Schwelle;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Albernheit;Albernheit;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
dumm;dumm;0;1;0;0;0;0;1;0;0;0;;;;;;;;;;
Schlick;Schlick;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Silber-;Silber-;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
silbrig;silbrig;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ähnlich;aehnlich;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ähnlichkeit;Aehnlichkeit;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Gleichnis;Gleichnis;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
kochen;kochen;0;0;1;1;0;0;0;0;0;0;;;;;;;;;;
köcheln;koecheln;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;
einfach;einfach;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
einfach;einfach;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
vereinfachen;vereinfachen;1;0;0;1;0;0;1;0;1;1;;;;;;;;;;
einfach;einfach;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
simulieren;simulieren;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
simuliert;simuliert;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
simulieren;simulieren;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Simulation;Simulation;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
gleichzeitig;gleichzeitig;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
gleichzeitig;gleichzeitig;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Sünde;Suende;0;1;1;0;1;1;0;1;0;0;;;;;;;;;;
aufrichtig;aufrichtig;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Aufrichtigkeit;Aufrichtigkeit;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
sündig;suendig;0;1;1;0;1;1;0;1;0;0;;;;;;;;;;
singen;singen;1;0;0;1;0;0;1;1;0;1;;;;;;;;;;
Sänger;Saenger;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Single;Single;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
einzeln;einzeln;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Singular;Singular;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Singularität;Singularitaet;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
einzeln;einzeln;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;
unheimlich;unheimlich;0;1;1;0;1;1;0;0;0;0;;;;;;;;;;
Waschbecken;Waschbecken;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Sünder;Suender;0;1;1;0;1;1;0;1;0;0;;;;;;;;;;
sündigen;suendigen;0;1;0;0;1;0;0;0;0;0;;;;;;;;;;
sinus sinus;sinus sinus;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schluck;Schluck;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Siphon;Siphon;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Herr;Herr;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Vater;Vater;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Sirene;Sirene;0;1;0;0;0;1;0;0;0;0;;;;;;;;;;
Weichei;Weichei;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Schwester;Schwester;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schwesternschaft;Schwesternschaft;1;0;1;0;0;0;0;1;1;1;;;;;;;;;;
Seite;Seite;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
sith;sith;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Sitzung;Sitzung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
verorten;verorten;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
gelegen;gelegen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Lage;Lage;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
sechste;sechste;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
sechzig;sechzig;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Größe;Groeße;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
brutzeln;brutzeln;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;
Skateboard;Skateboard;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
skaten;skaten;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Strang;Strang;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Skelett;Skelett;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Skeptiker;Skeptiker;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
skeptisch;skeptisch;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Skepsis;Skepsis;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
skizzieren;skizzieren;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
skizzenhaft;skizzenhaft;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
schief;schief;0;1;1;1;0;0;0;0;0;0;;;;;;;;;;
Spieß;Spieß;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ski;Ski;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schleudern;Schleudern;0;1;1;0;0;1;0;1;0;0;;;;;;;;;;
Skiff;Skiff;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Können;Koennen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
qualifiziert;qualifiziert;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Bratpfanne;Bratpfanne;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
qualifiziert;qualifiziert;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
überfliegen;ueberfliegen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Haut;Haut;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
schlank;schlank;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
überspringen;ueberspringen;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Kapitän;Kapitaen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Scharmützel;Scharmuetzel;0;1;1;0;0;0;0;0;0;0;;;;;;;;;;
Rock;Rock;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Sockelleiste;Sockelleiste;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
die Röcke;die Roecke;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Sketch;Sketch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schädel;Schaedel;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Skunk;Skunk;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Himmel;Himmel;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Wolkenkratzer;Wolkenkratzer;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Platte;Platte;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
locker;locker;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Schlacke;Schlacke;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
zuschlagen;zuschlagen;0;1;1;0;0;1;0;0;1;0;;;;;;;;;;
Verleumdung;Verleumdung;0;1;1;0;1;0;0;0;0;0;;;;;;;;;;
verleumderisch;verleumderisch;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Slang;Slang;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
schräg;schraeg;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
schlagen;schlagen;0;1;1;0;0;0;0;0;1;0;;;;;;;;;;
Schrägstrich;Schraegstrich;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;
Schrägstriche;Schraegstriche;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schiefer;Schiefer;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schiefer;Schiefer;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
schlachten;schlachten;0;1;1;0;1;1;0;1;1;0;;;;;;;;;;
Schlachthof;Schlachthof;0;1;1;0;1;1;0;1;0;0;;;;;;;;;;
Schlachten;Schlachten;0;1;1;0;1;1;0;1;1;0;;;;;;;;;;
Sklave;Sklave;0;1;1;0;0;1;0;1;0;0;;;;;;;;;;
Sklaverei;Sklaverei;0;1;1;0;1;1;0;1;0;0;;;;;;;;;;
erschlagen;erschlagen;0;1;1;0;0;0;0;0;0;0;;;;;;;;;;
Jägerin;Jaegerin;0;1;1;0;1;1;0;1;1;0;;;;;;;;;;
Schlitten;Schlitten;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
glatt;glatt;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
schlafen;schlafen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schläfer;Schlaefer;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schlafen;Schlafen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schlaflosigkeit;Schlaflosigkeit;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
schläfrig;schlaefrig;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
schlafen;schlafen;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Ärmel;Aermel;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ärmellos;aermellos;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schlitten;Schlitten;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Trickserei;Trickserei;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
schlank;schlank;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Spürhund;Spuerhund;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Scheibe;Scheibe;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
glatt;glatt;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
gleiten;gleiten;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
gleiten;gleiten;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
leicht;leicht;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
leicht;leicht;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
schlank;schlank;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schleim;Schleim;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;
schleimig;schleimig;0;1;0;0;1;0;0;0;0;0;;;;;;;;;;
Schlinge;Schlinge;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
schleichen;schleichen;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Unterhose;Unterhose;0;1;0;0;0;0;0;0;1;0;;;;;;;;;;
Slipper;Slipper;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Hausschuhe;Hausschuhe;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schlitz;Schlitz;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Splitter;Splitter;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Slogan;Slogan;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schaluppe;Schaluppe;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
schlapp;schlapp;0;1;0;0;1;0;0;0;0;0;;;;;;;;;;
Neigung;Neigung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
schlampig;schlampig;0;1;0;0;1;0;0;0;0;0;;;;;;;;;;
Slot;Slot;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Trägheit;Traegheit;0;1;0;0;1;0;0;0;0;0;;;;;;;;;;
schlapp;schlapp;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Sumpf;Sumpf;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
langsam langsam;langsam langsam;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
langsam;langsam;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Langsamkeit;Langsamkeit;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Schlamm;Schlamm;0;1;0;0;1;0;0;0;0;0;;;;;;;;;;
Schnecke;Schnecke;0;1;0;0;1;0;0;0;0;0;;;;;;;;;;
träge;traege;0;1;0;0;0;0;0;1;0;0;;;;;;;;;;
Schleuse;Schleuse;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Slum;Slum;0;1;0;0;1;0;0;0;0;0;;;;;;;;;;
schlummern;schlummern;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Einbruch;Einbruch;0;1;0;0;0;0;0;1;0;0;;;;;;;;;;
Bogen;Bogen;0;1;1;0;1;0;0;1;0;0;;;;;;;;;;
Matsch;Matsch;0;1;0;0;1;0;0;0;1;0;;;;;;;;;;
Schlampe;Schlampe;0;1;1;0;1;0;0;0;0;0;;;;;;;;;;
listig;listig;0;1;1;0;1;1;0;0;0;0;;;;;;;;;;
klatschen;klatschen;0;1;1;0;0;0;0;0;0;0;;;;;;;;;;
klein;klein;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
kleiner;kleiner;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
am kleinsten;am kleinsten;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
zerschlagen;zerschlagen;0;1;1;0;0;1;0;0;0;0;;;;;;;;;;
zerschlagen;zerschlagen;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
oberflächlich;oberflaechlich;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Abstrich;Abstrich;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Geruch;Geruch;0;1;1;0;1;0;0;0;0;0;;;;;;;;;;
riechen;riechen;0;1;0;0;1;0;0;0;0;0;;;;;;;;;;
Stint;Stint;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
lächeln;laecheln;1;0;0;0;0;0;1;0;1;1;;;;;;;;;;
lächelnd;laechelnd;1;0;0;0;0;0;1;0;0;0;;;;;;;;;;
Grinsen;Grinsen;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
schlagen;schlagen;0;1;1;0;0;1;0;1;0;0;;;;;;;;;;
Schmied;Schmied;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;
geschlagen;geschlagen;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Raucher;Raucher;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
rauchig;rauchig;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Rauchen;Rauchen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
rauchig;rauchig;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
schwelend;schwelend;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
glatt;glatt;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Glätte;Glaette;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ersticken;ersticken;0;1;1;0;0;0;0;0;0;0;;;;;;;;;;
verschmieren;verschmieren;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
selbstgefällig;selbstgefaellig;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
schmuggeln;schmuggeln;0;1;0;0;0;1;0;0;0;0;;;;;;;;;;
Schmuggler;Schmuggler;0;1;1;0;1;1;0;0;0;0;;;;;;;;;;
Schmuggel;Schmuggel;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Schmutz;Schmutz;0;1;0;0;1;1;0;0;0;0;;;;;;;;;;
Snack;Snack;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Snacks;Snacks;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
