Englisch;Positiv;Negativ;Wut;Vorwegnahme;Der Ekel;Furcht;Freude;Traurigkeit;Überraschung;Vertrauen
Sünde;0;1;1;0;1;1;0;1;0;0
aufrichtig;1;0;0;0;0;0;0;0;0;1
Aufrichtigkeit;1;0;0;0;0;0;0;0;0;0
sündig;0;1;1;0;1;1;0;1;0;0
singen;1;0;0;1;0;0;1;1;0;1
Sänger;0;0;0;0;0;0;0;0;0;0
Single;0;0;0;0;0;0;0;0;0;0
einzeln;1;0;0;0;0;0;0;0;0;0
Singular;0;0;0;0;0;0;0;0;0;0
Singularität;0;0;0;0;0;0;0;0;0;0
einzeln;0;0;0;0;0;0;0;0;1;0
unheimlich;0;1;1;0;1;1;0;0;0;0
Waschbecken;0;0;0;0;0;0;0;0;0;0
Sünder;0;1;1;0;1;1;0;1;0;0
sündigen;0;1;0;0;1;0;0;0;0;0
sinus sinus;0;0;0;0;0;0;0;0;0;0
Schluck;0;0;0;0;0;0;0;0;0;0
Siphon;0;0;0;0;0;0;0;0;0;0
Herr;1;0;0;0;0;0;0;0;0;1
Vater;0;0;0;0;0;0;0;0;0;0
Sirene;0;1;0;0;0;1;0;0;0;0
Weichei;0;1;0;0;0;0;0;0;0;0
Schwester;0;0;0;0;0;0;0;0;0;0
Schwesternschaft;1;0;1;0;0;0;0;1;1;1
Seite? _;0;0;0;0;0;0;0;0;0;0
sith;0;0;0;0;0;0;0;0;0;0
Sitzung;0;0;0;0;0;0;0;0;0;0
verorten;0;0;0;0;0;0;0;0;0;0
gelegen;0;0;0;0;0;0;0;0;0;0
Lage;0;0;0;0;0;0;0;0;0;0
sechste;0;0;0;0;0;0;0;0;0;0
sechzig;0;0;0;0;0;0;0;0;0;0
Größe;0;0;0;0;0;0;0;0;0;0
brutzeln;0;0;1;0;0;0;0;0;0;0
Skateboard;0;0;0;0;0;0;0;0;0;0
skaten;0;0;0;0;0;0;0;0;0;0
Strang;0;0;0;0;0;0;0;0;0;0
Skelett;0;0;0;0;0;0;0;0;0;0
Skeptiker;0;0;0;0;0;0;0;0;0;0
skeptisch;0;1;0;0;0;0;0;0;0;0
Skepsis;0;0;0;0;0;0;0;0;0;0
skizzieren;0;0;0;0;0;0;0;0;0;0
skizzenhaft;0;1;0;0;0;0;0;0;0;0
schief;0;1;1;1;0;0;0;0;0;0
Spieß;0;0;0;0;0;0;0;0;0;0
Ski;0;0;0;0;0;0;0;0;0;0
Schleudern;0;1;1;0;0;1;0;1;0;0
Skiff;0;0;0;0;0;0;0;0;0;0
Können;0;0;0;0;0;0;0;0;0;0
qualifiziert;1;0;0;0;0;0;0;0;0;0
Bratpfanne;0;0;0;0;0;0;0;0;0;0
qualifiziert;1;0;0;0;0;0;0;0;0;1
überfliegen;0;0;0;0;0;0;0;0;0;0
Haut;0;0;0;0;0;0;0;0;0;0
schlank;0;0;0;0;0;0;0;0;0;0
überspringen;0;1;0;0;0;0;0;0;0;0
Kapitän;0;0;0;0;0;0;0;0;0;0
Scharmützel;0;1;1;0;0;0;0;0;0;0
Rock;0;0;0;0;0;0;0;0;0;0
Sockelleiste;0;0;0;0;0;0;0;0;0;0
die Röcke;0;0;0;0;0;0;0;0;0;0
Sketch;0;0;0;0;0;0;0;0;0;0
Schädel;0;0;0;0;0;0;0;0;0;0
Skunk;0;0;0;0;0;0;0;0;0;0
Himmel;1;0;0;0;0;0;0;0;0;0
Wolkenkratzer;0;0;0;0;0;0;0;0;0;0
Platte;0;0;0;0;0;0;0;0;0;0
locker;0;1;0;0;0;0;0;0;0;0
Schlacke;0;1;0;0;0;0;0;0;0;0
zuschlagen;0;1;1;0;0;1;0;0;1;0
Verleumdung;0;1;1;0;1;0;0;0;0;0
verleumderisch;0;1;0;0;0;0;0;0;0;0
Slang;0;0;0;0;0;0;0;0;0;0
schräg;0;0;0;0;0;0;0;0;0;0
schlagen;0;1;1;0;0;0;0;0;1;0
Schrägstrich;0;0;1;0;0;0;0;0;0;0
Schrägstriche;0;0;0;0;0;0;0;0;0;0
Schiefer;1;0;0;0;0;0;0;0;0;0
Schiefer;0;0;0;0;0;0;0;0;0;0
schlachten;0;1;1;0;1;1;0;1;1;0
Schlachthof;0;1;1;0;1;1;0;1;0;0
Schlachten;0;1;1;0;1;1;0;1;1;0
Sklave;0;1;1;0;0;1;0;1;0;0
Sklaverei;0;1;1;0;1;1;0;1;0;0
erschlagen;0;1;1;0;0;0;0;0;0;0
Jägerin;0;1;1;0;1;1;0;1;1;0
Schlitten;0;0;0;0;0;0;0;0;0;0
glatt;1;0;0;0;0;0;0;0;0;0
schlafen;0;0;0;0;0;0;0;0;0;0
Schläfer;0;0;0;0;0;0;0;0;0;0
Schlafen;0;0;0;0;0;0;0;0;0;0
Schlaflosigkeit;0;0;0;0;0;0;0;0;0;0
schläfrig;0;0;0;0;0;0;0;0;0;0
schlafen;0;1;0;0;0;0;0;0;0;0
Ärmel;0;0;0;0;0;0;0;0;0;0
ärmellos;0;0;0;0;0;0;0;0;0;0
Schlitten;0;0;0;0;0;0;0;0;0;0
Trickserei;0;0;0;0;0;0;0;0;0;0
schlank;1;0;0;0;0;0;0;0;0;0
Spürhund;0;0;0;0;0;0;0;0;0;0
Scheibe;0;0;0;0;0;0;0;0;0;0
glatt;0;0;0;0;0;0;0;0;0;0
gleiten;0;0;0;0;0;0;0;0;0;0
gleiten;0;0;0;0;0;0;0;0;0;0
leicht;0;0;0;0;0;0;0;0;0;0
leicht;0;0;0;0;0;0;0;0;0;0
schlank;1;0;0;0;0;0;0;0;0;0
Schleim;0;0;0;0;1;0;0;0;0;0
schleimig;0;1;0;0;1;0;0;0;0;0
Schlinge;0;0;0;0;0;0;0;0;0;0
schleichen;0;1;0;0;0;0;0;0;0;0
Unterhose;0;1;0;0;0;0;0;0;1;0
Slipper;0;0;0;0;0;0;0;0;0;0
Hausschuhe;0;0;0;0;0;0;0;0;0;0
Schlitz;0;0;0;0;0;0;0;0;0;0
Splitter;0;0;0;0;0;0;0;0;0;0
Slogan;0;0;0;0;0;0;0;0;0;0
Schaluppe;0;0;0;0;0;0;0;0;0;0
schlapp;0;1;0;0;1;0;0;0;0;0
Neigung;0;0;0;0;0;0;0;0;0;0
schlampig;0;1;0;0;1;0;0;0;0;0
Slot;0;0;0;0;0;0;0;0;0;0
Trägheit;0;1;0;0;1;0;0;0;0;0
schlapp;0;1;0;0;0;0;0;0;0;0
Sumpf;0;1;0;0;0;0;0;0;0;0
langsam langsam;0;0;0;0;0;0;0;0;0;0
langsam;0;0;0;0;0;0;0;0;0;0
Langsamkeit;0;1;0;0;0;0;0;0;0;0
Schlamm;0;1;0;0;1;0;0;0;0;0
Schnecke;0;1;0;0;1;0;0;0;0;0
träge;0;1;0;0;0;0;0;1;0;0
Schleuse;0;0;0;0;0;0;0;0;0;0
Slum;0;1;0;0;1;0;0;0;0;0
schlummern;0;0;0;0;0;0;0;0;0;0
Einbruch;0;1;0;0;0;0;0;1;0;0
Bogen;0;1;1;0;1;0;0;1;0;0
Matsch;0;1;0;0;1;0;0;0;1;0
Schlampe;0;1;1;0;1;0;0;0;0;0
listig;0;1;1;0;1;1;0;0;0;0
klatschen;0;1;1;0;0;0;0;0;0;0
klein;0;1;0;0;0;0;0;0;0;0
kleiner;0;0;0;0;0;0;0;0;0;0
am kleinsten;0;0;0;0;0;0;0;0;0;0
zerschlagen;0;1;1;0;0;1;0;0;0;0
zerschlagen;0;1;0;0;0;0;0;0;0;0
oberflächlich;0;1;0;0;0;0;0;0;0;0
Abstrich;0;0;0;0;0;0;0;0;0;0
Geruch;0;1;1;0;1;0;0;0;0;0
riechen;0;1;0;0;1;0;0;0;0;0
Stint;0;0;0;0;0;0;0;0;0;0
lächeln;1;0;0;0;0;0;1;0;1;1
lächelnd;1;0;0;0;0;0;1;0;0;0
Grinsen;0;1;0;0;0;0;0;0;0;0
schlagen;0;1;1;0;0;1;0;1;0;0
Schmied;0;0;0;0;0;0;0;0;0;1
geschlagen;1;0;0;0;0;0;0;0;0;0
Raucher;0;1;0;0;0;0;0;0;0;0
rauchig;0;0;0;0;0;0;0;0;0;0
Rauchen;0;0;0;0;0;0;0;0;0;0
rauchig;0;0;0;0;0;0;0;0;0;0
schwelend;0;0;0;0;0;0;0;0;0;0
glatt;0;0;0;0;0;0;0;0;0;0
Glätte;1;0;0;0;0;0;0;0;0;0
ersticken;0;1;1;0;0;0;0;0;0;0
verschmieren;0;1;0;0;0;0;0;0;0;0
selbstgefällig;0;1;0;0;0;0;0;0;0;0
schmuggeln;0;1;0;0;0;1;0;0;0;0
Schmuggler;0;1;1;0;1;1;0;0;0;0
Schmuggel;0;1;0;0;0;0;0;0;0;0
Schmutz;0;1;0;0;1;1;0;0;0;0
Snack;0;0;0;0;0;0;0;0;0;0
Snacks;0;0;0;0;0;0;0;0;0;0
Haken;0;1;0;0;0;0;0;0;1;0
Haken;0;1;0;0;0;0;0;0;0;0
Schnecke;0;0;0;0;0;0;0;0;0;0
Schlange;0;1;0;0;1;1;0;0;0;0
schnappen;0;0;0;0;0;0;0;0;0;0
Schnappschuss;0;0;0;0;0;0;0;0;0;0
Schlinge;0;1;0;0;0;1;0;0;0;0
Knurren;0;1;1;0;1;0;0;0;0;0
Knurren;0;1;1;0;0;0;0;0;0;0
schnappen;0;0;0;0;0;0;0;0;0;0
schleichen;0;1;1;0;0;1;0;0;1;0
Turnschuhe;0;0;0;0;0;0;0;0;0;0
schleichen;0;1;0;1;0;1;0;0;0;1
spotten;0;1;1;0;1;0;0;0;0;0
niesen;0;1;0;0;1;0;0;0;1;0
Niesen;0;0;0;0;0;0;0;0;0;0
kichern;1;0;0;0;0;0;0;0;0;0
abfällig;0;1;0;0;0;0;0;0;0;0
schnüffeln;0;0;0;0;0;0;0;0;0;0
schnippen;0;0;0;0;0;0;0;0;0;0
Schnepfe;0;0;0;0;0;0;0;0;0;0
Ausschnitt;0;0;0;0;0;0;0;0;0;0
Snob;0;1;0;0;0;0;0;0;0;0
snoopy;0;0;0;0;0;0;0;0;0;0
Schlummern;0;0;0;0;0;0;0;0;0;0
schnarchen;0;0;0;0;0;0;0;0;0;0
Schnauben;0;0;0;0;0;0;0;1;0;0
Schnauze;0;0;0;0;0;0;0;0;0;0
Schnee;0;0;0;0;0;0;0;0;0;0
Schneeball;0;0;0;0;0;0;0;0;0;0
Schneeflocke;0;0;0;0;0;0;0;0;0;0
schneebedeckt;0;0;0;0;0;0;0;0;0;0
Schnupftabak;0;0;0;0;0;0;0;0;0;0
einweichen;0;1;0;0;0;0;0;0;0;0
Einweichen;0;0;0;0;0;0;0;0;0;0
Seife;0;0;0;0;0;0;0;0;0;0
seifig;0;0;0;0;0;0;0;0;0;0
aufsteigend;0;0;0;0;0;0;0;0;0;0
Schluchzen;0;1;0;0;0;0;0;1;0;0
Nüchternheit;1;0;0;0;0;0;0;0;0;1
Soz;0;0;0;0;0;0;0;0;0;0
Fußball;0;0;0;0;0;0;0;0;0;0
gesellig;1;0;0;0;0;0;0;0;0;0
Sozial;0;0;0;0;0;0;0;0;0;0
Sozialismus;0;0;0;0;1;1;0;0;0;0
Sozialist;0;1;1;0;1;1;0;1;0;0
Gesellschaft;0;0;0;0;0;0;0;0;0;0
Socke;0;0;0;0;0;0;0;0;0;0
Steckdose;0;0;0;0;0;0;0;0;0;0
Rasen;0;0;0;0;0;0;0;0;0;0
Sofa;0;0;0;0;0;0;0;0;0;0
Erweichung;0;0;0;0;0;0;0;0;0;0
Weichheit;0;0;0;0;0;0;0;0;0;0
matschig;0;0;0;0;0;0;0;0;0;0
Boden;0;1;0;0;1;0;0;0;0;0
verschmutzt;0;1;0;0;1;0;0;0;0;0
Aufenthalt;0;0;0;0;0;0;0;0;0;0
Trost;1;0;0;0;0;0;0;0;0;0
Solar-;0;0;0;0;0;0;0;0;0;0
Lot;0;0;0;0;0;0;0;0;0;0
Löten;0;0;0;0;0;0;0;0;0;0
Soldat;1;0;1;0;0;0;0;1;0;0
Sohle, einzig, alleinig;0;0;0;0;0;0;0;0;0;0
erbitten;0;0;0;0;0;0;0;0;0;0
Aufforderung;0;0;0;0;0;0;0;0;0;0
Rechtsanwalt;0;0;0;0;0;0;0;0;0;0
fest;1;0;0;0;0;0;0;0;0;0
Solidarität;0;0;0;0;0;0;0;0;0;1
Erstarrung;0;0;0;0;0;0;0;0;0;0
verfestigt;0;0;0;0;0;0;0;0;0;0
verfestigen;0;0;0;0;0;0;0;0;0;0
Solidität;1;0;0;0;0;0;0;0;0;1
Solitär;0;0;0;0;0;0;0;0;0;0
einsam;0;0;0;0;0;0;0;0;0;0
Einsamkeit;0;0;0;0;0;0;0;0;0;0
Solo;0;0;0;0;0;0;0;0;0;0
Löslichkeit;0;0;0;0;0;0;0;0;0;0
löslich;0;0;0;0;0;0;0;0;0;0
Lösung;1;0;0;0;0;0;0;0;0;0
lösen;0;0;0;0;0;0;0;0;0;0
Zahlungsfähigkeit;1;0;0;0;0;0;0;0;0;0
Lösungsmittel;0;0;0;0;0;0;0;0;0;0
somatisch;0;1;0;0;0;0;0;0;1;0
düster;0;1;0;0;0;0;0;1;0;0
Sohn;0;0;0;0;0;0;0;0;0;0
Sonar;1;0;0;1;0;0;0;0;0;0
Sonate;1;0;0;0;0;0;0;0;0;0
Lied;0;0;0;0;0;0;0;0;0;0
Sonett;1;0;0;0;0;0;1;1;0;0
klangvoll;1;0;0;0;0;0;1;0;0;0
Ruß;0;1;0;0;1;0;0;0;0;0
beruhigen;1;0;0;0;0;0;0;0;0;0
beruhigend;1;0;0;0;0;0;1;0;0;1
im zweiten Jahr;0;0;0;0;0;0;0;0;0;0
Sopran;0;0;0;0;0;0;0;0;0;0
Zauberer;0;0;0;0;0;0;0;0;0;0
Zauberei;0;1;0;1;0;1;0;0;1;0
schmutzig;0;1;1;0;1;1;0;1;0;0
wund;0;1;1;0;0;0;0;1;0;0
schmerzlich;0;1;0;0;0;0;0;1;0;0
Schmerzen;0;1;0;0;1;0;0;1;0;0
Sorghum;0;0;0;0;0;0;0;0;0;0
Schwesternschaft;0;0;0;0;0;0;0;0;0;0
Kummer;0;1;0;0;0;1;0;1;0;0
traurig;0;1;0;0;0;0;0;1;0;0
Sortieren;0;0;0;0;0;0;0;0;0;0
Sorter;1;0;0;0;0;0;0;0;0;0
Ausfall;0;1;0;0;0;1;0;0;0;0
Sortierung;0;0;0;0;0;0;0;0;0;0
sou;0;0;0;0;0;0;0;0;0;0
seelenlos;0;1;0;0;1;1;0;1;0;0
Seelenverwandter;0;1;0;0;0;1;0;0;0;0
Klang;0;0;0;0;0;0;0;0;0;0
klingend;0;0;0;0;0;0;0;0;0;0
Solidität;1;0;0;1;0;0;1;0;0;1
Suppe;1;0;0;0;0;0;0;0;0;0
sauer;0;1;0;0;1;0;0;0;0;0
Quelle;0;0;0;0;0;0;0;0;0;0
Souvenir;0;0;0;0;0;0;0;0;0;0
souverän;0;0;0;0;0;0;0;0;0;1
Souveränität;0;0;0;0;0;0;0;0;0;0
Sau;0;0;0;0;0;0;0;0;0;0
Spa;1;0;0;1;0;0;1;0;1;1
Platz;0;0;0;0;0;0;0;0;0;0
geräumig;1;0;0;0;0;0;0;0;0;0
Spaten;0;0;0;0;0;0;0;0;0;0
Spanne;0;0;0;0;0;0;0;0;0;0
Spaniel;1;0;0;0;0;0;1;0;0;1
versohlen;0;1;1;0;0;1;0;1;0;0
verprügeln;0;0;1;0;0;0;0;0;0;0
Spar;0;0;0;0;0;0;0;0;0;0
Ersatzteil;0;0;0;0;0;0;0;0;0;0
sparsam;0;0;0;0;0;0;0;0;0;0
Funke;0;0;0;0;0;0;0;0;0;0
funkeln;1;0;0;1;0;0;1;0;1;0
Sparring;0;0;0;0;0;0;0;0;0;0
spärlich;0;0;0;0;0;0;0;0;0;0
Krampf;0;1;0;0;0;1;0;0;0;0
spuckte;0;1;1;0;0;0;0;0;0;0
Spatel;0;0;0;0;0;0;0;0;0;0
laichen;0;0;0;0;0;0;0;0;0;0
Lautsprecher;0;0;0;0;0;0;0;0;0;0
sprechen sprechen;0;0;0;0;0;0;0;0;0;0
Speer;0;1;1;1;0;1;0;0;0;0
Besondere;1;0;0;0;0;0;1;0;0;0
Spezialist;0;0;0;0;0;0;0;0;0;1
Spezialität;0;0;0;0;0;0;0;0;0;0
spezialisieren;0;0;0;0;0;0;0;0;0;1
speziell;0;0;0;0;0;0;0;0;0;0
Art;1;0;0;0;0;0;0;0;0;0
Spezies;0;0;0;0;0;0;0;0;0;0
Spezifisch;0;0;0;0;0;0;0;0;0;0
Spezifikation;0;0;0;0;0;0;0;0;0;0
Probe;0;0;0;0;0;0;0;0;0;0
Fleck;0;1;0;0;1;0;0;0;0;0
gesprenkelt;0;0;0;0;0;0;0;0;0;0
Spezifikationen;0;0;0;0;0;0;0;0;0;0
Schauspiel;1;1;0;0;0;0;0;0;0;0
Brille;0;0;0;0;0;0;0;0;0;0
spektakulär;0;0;0;1;0;0;0;0;1;0
Zuschauer;0;0;0;0;0;0;0;0;0;0
Gespenst;0;1;0;0;0;1;0;1;0;0
spektral;0;1;0;0;0;0;0;0;0;0
Spektrometer;0;0;0;0;0;0;0;0;0;0
Spektrophotometer;0;0;0;0;0;0;0;0;0;0
Spektroskopie;0;0;0;0;0;0;0;0;0;0
Spektrum Spektrum;0;0;0;0;0;0;0;0;0;0
spekulieren;0;0;0;0;0;0;0;0;0;0
Spekulation Spekulation;0;1;0;0;0;1;0;1;0;0
spekulativ;0;0;0;1;0;0;0;0;0;0
Spekulum;0;0;0;0;0;0;0;0;0;0
Rede;1;0;0;0;0;0;0;0;0;0
sprachlos;0;0;0;0;0;0;0;0;0;0
Geschwindigkeit;0;0;0;0;0;0;0;0;0;0
schnell;0;0;0;0;0;0;0;0;0;0
Tachometer;0;0;0;0;0;0;0;0;0;0
Schnellstraße;0;0;0;0;0;0;0;0;0;0
schnell;1;0;0;0;0;0;0;0;0;0
gebannt;0;0;0;0;0;0;0;0;0;0
Rechtschreibung;1;0;0;0;0;0;0;0;0;0
Spencer;0;0;0;0;0;0;0;0;0;0
verbringen;0;0;0;0;0;0;0;0;0;0
ausgegeben;0;1;0;0;0;0;0;0;0;0
Sperma;0;0;0;0;0;0;0;0;0;0
speien;0;0;0;0;1;0;0;0;0;0
Kugel;0;0;0;0;0;0;0;0;0;0
kugelförmig;0;0;0;0;0;0;0;0;0;0
Sphinx;0;0;0;0;0;0;0;0;0;0
würzen;1;0;0;0;0;0;0;0;0;0
würzig;0;0;0;0;0;0;0;0;0;0
Spinne;0;0;0;0;1;1;0;0;0;0
Zapfen;0;0;0;0;0;0;0;0;0;0
Spitze;0;0;0;0;0;1;0;0;0;0
gespickt;0;0;0;0;0;0;0;0;0;0
stachelig;0;0;0;0;0;0;0;0;0;0
verschütten;0;0;0;0;0;0;0;0;0;0
drehen drehen;0;0;0;0;0;0;0;0;0;0
Wirbelsäule;0;0;0;0;0;0;0;0;0;0
Spindel;0;0;0;0;0;0;0;0;0;0
Wirbelsäule;1;1;1;0;0;0;0;0;0;0
Spinnen;0;0;0;0;0;0;0;0;0;0
Jungfer;0;1;0;0;0;1;0;1;0;0
stachelig;0;0;0;0;0;0;0;0;0;0
Spiral-;0;0;0;0;0;0;0;0;0;0
Turm;0;0;0;0;0;0;0;0;0;0
Geist;1;0;0;0;0;0;0;0;0;0
Spirituosen;1;0;0;1;0;0;1;0;1;0
spirituell;0;0;0;0;0;0;0;0;0;0
Spiritualität;0;0;0;0;0;0;0;0;0;0
Spucke;0;0;0;0;1;0;0;0;0;0
Trotz;0;1;1;0;0;0;0;0;0;0
boshaft;0;1;1;0;0;0;0;0;0;0
Spritzen;0;0;0;0;0;0;0;0;1;0
Milz;0;0;0;0;0;0;0;0;0;0
prächtig;1;0;0;0;0;0;1;0;1;0
Pracht;1;0;0;1;0;0;1;0;1;0
spleißen;0;0;0;0;0;0;0;0;0;0
Keil;0;0;0;0;0;0;0;0;0;0
Schiene;0;0;0;0;0;0;0;0;0;0
Splitter;0;1;0;0;0;0;0;0;0;0
Teilt;0;1;0;0;0;0;0;0;0;0
Aufspaltung;0;1;0;0;0;0;0;1;0;0
protzen;0;0;0;0;0;0;0;0;0;0
verderben;0;1;0;0;1;0;0;0;0;0
Spoiler;0;1;0;0;0;0;0;1;0;0
Verderben;0;0;0;0;0;0;0;0;0;0
gesprochen;0;1;0;0;0;0;0;0;0;0
gesprochen;0;0;0;0;0;0;0;0;0;0
Sprecher;0;0;0;0;0;0;0;0;0;1
Schwamm;0;1;0;0;0;0;0;0;0;0
schwammig;0;0;0;0;0;0;0;0;0;0
Sponsor;1;0;0;0;0;0;0;0;0;1
Sponsoring;0;0;0;0;0;0;0;0;0;0
Parodie;0;0;0;0;0;0;0;0;0;0
Spuk;0;1;0;0;0;1;0;0;0;0
Löffel;0;0;0;0;0;0;0;0;0;0
Löffel;0;0;0;0;0;0;0;0;0;0
sporadisch;0;0;0;0;0;0;0;0;0;0
Spore;0;0;0;0;0;0;0;0;0;0
Sport;0;0;0;0;0;0;0;0;0;0
sportlich;0;0;0;0;0;0;0;0;0;0
Sport;0;0;0;0;0;0;0;0;0;0
Sportler;0;0;0;0;0;0;0;0;0;0
Stelle;0;0;0;0;0;0;0;0;0;0
makellos;1;0;0;0;0;0;0;0;0;1
gesichtet;0;0;0;0;0;0;0;0;0;0
fleckig;0;0;0;0;0;0;0;0;0;0
Ehepartner;0;0;0;0;0;0;0;0;0;0
Ehepartner;1;0;0;0;0;0;1;0;0;1
Tülle;0;0;0;0;0;0;0;0;0;0
Verstauchung;0;1;0;0;0;0;0;1;0;0
Ausbreitung;0;0;0;0;0;0;0;0;0;0
sprühen;0;0;0;0;0;0;0;0;0;0
Verbreitung;0;0;0;0;0;0;0;0;0;0
Spree;0;1;0;0;0;0;0;0;0;0
bestreuen;0;0;0;0;0;0;0;0;0;0
Sprit;0;1;0;0;0;1;0;0;0;0
sprießen;0;0;0;0;0;0;0;0;0;0
Fichte;1;0;0;0;0;0;0;0;0;0
Sporn;0;0;0;0;0;1;0;0;0;0
falsch;0;1;0;0;1;0;0;0;0;0
angespornt;0;0;0;0;0;0;0;0;0;0
Spurt;0;0;0;0;0;0;0;0;0;0
Spion;0;0;0;0;0;0;0;0;0;0
Kader Kader;0;0;0;0;0;0;0;0;0;0
Geschwader;0;0;0;0;0;0;0;0;0;0
Bö;0;1;0;0;0;1;0;1;0;0
schuppig;0;0;0;0;0;0;0;0;0;0
Quadrat;0;0;0;0;0;0;0;0;0;0
Hocken;0;0;0;0;0;0;0;0;0;0
Squatter;0;1;0;0;0;0;0;0;0;0
quietschen;0;0;0;0;0;0;0;0;0;0
quietschen;0;0;0;0;0;0;0;0;0;0
zimperlich;0;1;0;0;1;1;0;0;0;0
drücken;0;0;0;0;0;0;0;0;0;0
quetschen;0;0;0;0;0;0;0;0;0;0
skelch;0;1;1;0;1;0;0;0;0;0
Schielen;0;0;0;0;0;0;0;0;0;0
Knappe;0;0;0;0;0;0;0;0;0;0
winden;0;1;0;0;1;0;0;0;0;0
Eichhörnchen;0;0;0;0;0;0;0;0;0;0
spritzen;0;0;0;0;0;0;0;0;0;0
stechen;0;1;1;0;0;1;0;1;1;0
Stabilität;0;0;0;0;0;0;0;0;0;0
stabil;1;0;0;0;0;0;0;0;0;1
staccato;1;0;0;0;0;0;0;0;0;0
Stapel;0;0;0;0;0;0;0;0;0;0
Mitarbeiter;0;0;0;0;0;0;0;0;0;0
Hirsch;0;0;0;0;0;0;0;0;0;0
Bühne;0;0;0;0;0;0;0;0;0;0
staffeln;0;0;0;0;0;0;0;0;1;0
Staffelung;0;1;0;0;0;0;0;0;0;0
stagniert;0;1;0;0;0;0;0;1;0;0
Stagnation;0;0;0;0;0;0;0;0;0;0
gesetzt;0;0;0;0;0;0;0;0;0;0
Fleck;0;1;0;0;1;0;0;0;0;0
rostfrei;1;0;0;0;0;0;0;0;0;0
Treppe;0;0;0;0;0;0;0;0;0;0
Treppe;0;0;0;0;0;0;0;0;0;0
Treppe;0;0;0;0;0;0;0;0;0;0
Einsatz;0;0;0;0;0;0;0;0;0;0
abgestanden;0;1;0;0;0;0;0;0;0;0
Patt;0;0;1;0;1;0;0;0;0;0
Stengel;0;1;0;0;0;1;0;0;0;0
Stall;0;0;0;0;1;0;0;0;0;0
Hengst;1;0;0;0;0;0;0;0;0;0
Stände;0;0;0;0;0;0;0;0;0;0
standhaft;1;0;0;0;0;0;0;0;0;0
Durchhaltevermögen;1;0;0;0;0;0;0;0;0;1
Stempel Stempel;0;0;0;0;0;0;0;0;0;0
Stand;0;0;0;0;0;0;0;0;0;0
Standard;0;0;0;0;0;0;0;0;0;0
standardisieren;0;0;0;0;0;0;0;0;0;0
Stehen;1;0;0;0;0;0;0;0;0;0
Abstand;0;1;1;0;0;1;0;0;0;0
Standpunkt;0;0;0;0;0;0;0;0;0;0
still stehen;0;1;1;0;0;0;0;0;0;0
Strophe;0;0;0;0;0;0;0;0;0;0
Klammer;0;0;0;0;0;0;0;0;0;0
Stern;1;0;0;1;0;0;1;0;0;1
Steuerbord;0;0;0;0;0;0;0;0;0;0
Stärke;0;0;0;0;0;0;0;0;0;0
starren;0;0;0;0;0;0;0;0;0;0
starren;0;1;0;0;0;0;0;0;0;0
Stark;0;1;0;0;0;0;0;0;0;1
Sternenlicht;1;0;0;0;0;0;0;0;0;0
sternenklar;1;0;0;1;0;0;1;0;0;0
Sterne;0;0;0;0;0;0;0;0;0;0
Anfang;0;0;0;1;0;0;0;0;0;0
erschrecken;0;1;0;0;0;1;0;0;1;0
verblüffend;0;0;0;0;0;0;0;0;1;0
Hunger;0;1;0;0;0;1;0;1;0;0
verhungert;0;1;0;0;0;0;0;0;0;0
verhungern;0;1;0;0;0;0;0;0;0;0
Zustand;0;0;0;0;0;0;0;0;0;0
stattlich;1;0;0;0;0;0;0;0;0;0
Aussage;1;0;0;0;0;0;0;0;0;1
Kabine;0;0;0;0;0;0;0;0;0;0
Staatsmann;0;0;0;0;0;0;0;0;0;0
statisch;0;0;0;0;0;0;0;0;0;0
Statik;0;0;0;0;0;0;0;0;0;0
Bahnhof;0;0;0;0;0;0;0;0;0;0
stationär;0;1;0;0;0;0;0;0;0;0
Schreibwaren;0;0;0;0;0;0;0;0;0;0
statistisch;0;0;0;0;0;0;0;0;0;1
Statistiker;0;0;0;0;0;0;0;0;0;0
Stator;0;0;0;0;0;0;0;0;0;0
Status;0;0;0;0;0;0;0;0;0;0
Statue;1;0;0;0;0;0;0;0;0;0
Statuette;0;0;0;0;0;0;0;0;0;0
Statur;0;0;0;0;0;0;0;0;0;0
Status;1;0;0;0;0;0;0;0;0;0
Satzung;0;0;0;0;0;0;0;0;0;0
gesetzlich gesetzlich;0;0;0;0;0;0;0;0;0;0
stillen;1;0;0;0;0;0;0;0;0;0
Daube;0;1;0;0;0;0;0;0;0;0
bleibe;0;0;0;0;0;0;0;0;0;0
blieb;0;0;0;0;0;0;0;0;0;0
bleibt;0;0;0;0;0;0;0;0;0;0
stetig;0;0;0;0;0;0;0;0;0;0
standhaft;1;0;0;0;0;0;0;0;0;1
stetig;0;0;0;0;0;0;0;0;1;1
stehlen;0;1;1;0;0;1;0;1;0;0
stehlen;0;1;0;0;1;1;0;0;0;0
Heimlichkeit;0;0;0;0;0;0;0;0;1;0
heimlich;0;0;0;0;0;0;0;0;1;0
heimlich;0;1;0;1;0;1;0;0;1;0
Dampfschiff;0;0;0;0;0;0;0;0;0;0
Dampfer;0;0;0;0;0;0;0;0;0;0
Dampfwalze;0;0;0;0;0;0;0;0;0;0
Dampfer;0;0;0;0;0;0;0;0;0;0
dampfend;0;0;0;0;0;0;0;0;0;0
Stahl;0;0;0;0;0;0;0;0;0;0
